売上日=uriagebi,"売上№=masterid,dempyounum",得意先ｺｰﾄﾞ=customerid,                                                                                                                                            ,
2017/8/7,83552,183,   ,
2017/8/7,83467,663,   ,
2017/8/6,83446,45,   ,
2017/8/6,83456,48,   ,
2017/8/6,83458,48,   ,
2017/8/5,83473,138,   ,
2017/8/5,83516,290,   ,
2017/8/5,83572,574,   ,
2017/8/5,83522,751,   ,
2017/8/4,83497,38,   ,
2017/8/4,83488,42,   ,
2017/8/4,83445,45,   ,
2017/8/4,83548,483,   ,
2017/8/4,83466,663,   ,
2017/8/3,83471,106,   ,
2017/8/3,83438,548,   ,
2017/8/3,83611,578,   ,
2017/8/2,83496,27,   ,
2017/8/2,83485,668,   ,
2017/8/2,83483,692,   ,
2017/8/2,83526,751,   ,
2017/8/1,83457,48,   ,
2017/8/1,83459,48,   ,
2017/8/1,83484,152,   ,
2017/8/1,83462,292,   ,
2017/8/1,83523,751,   ,
2017/7/31,83414,15,   ,
2017/7/31,83428,101,   ,
2017/7/31,83474,152,   ,
2017/7/31,83420,207,   ,
2017/7/31,83424,751,   ,
2017/7/31,83425,751,   ,
2017/7/31,83431,751,   ,
2017/7/31,83432,763,   ,
2017/7/31,83429,932,   ,
2017/7/29,83465,663,   ,
2017/7/28,83396,15,   ,
2017/7/28,83398,15,   ,
2017/7/28,83400,15,   ,
2017/7/28,83554,15,   ,
2017/7/28,83442,45,   ,
2017/7/28,83443,45,   ,
2017/7/28,83444,45,   ,
2017/7/28,83544,207,   ,
2017/7/28,83433,547,   ,
2017/7/28,83405,751,   ,
2017/7/27,83511,15,   ,
2017/7/26,83454,48,   ,
2017/7/26,83455,48,   ,
2017/7/26,83413,419,   ,
2017/7/26,83381,607,   ,
2017/7/25,83478,831,   ,
2017/7/24,83440,45,   ,
2017/7/24,83494,91,   ,
2017/7/24,83487,126,   ,
2017/7/24,83377,432,   ,
2017/7/24,83378,432,   ,
2017/7/24,83482,555,   ,
2017/7/24,83376,821,   ,
2017/7/24,83461,972,   ,
2017/7/22,83386,15,   ,
2017/7/22,83441,45,   ,
2017/7/22,83476,109,   ,
2017/7/22,83531,881,   ,
2017/7/21,83392,15,   ,
2017/7/21,83505,144,   ,
2017/7/20,83391,15,   ,
2017/7/20,83333,45,   ,
2017/7/20,83343,45,   ,
2017/7/20,83351,60,   ,
2017/7/20,83515,65,   ,
2017/7/20,83371,77,   ,
2017/7/20,83325,91,   ,
2017/7/20,83417,99,   ,
2017/7/20,83324,126,   ,
2017/7/20,83348,142,   ,
2017/7/20,83327,378,   ,
2017/7/20,83357,762,   ,
2017/7/19,83342,45,   ,
2017/7/19,83379,207,   ,
2017/7/19,83354,546,   ,
2017/7/19,83355,546,   ,
2017/7/19,83412,751,   ,
2017/7/18,83390,15,   ,
2017/7/18,83409,751,   ,
2017/7/18,83430,751,   ,
2017/7/15,83341,45,   ,
2017/7/15,83477,134,   ,
2017/7/15,83280,547,   ,
2017/7/13,83480,42,   ,
2017/7/13,83346,152,   ,
2017/7/13,83374,326,   ,
2017/7/13,83373,396,   ,
2017/7/13,83375,437,   ,
2017/7/13,83418,616,   ,
2017/7/13,83410,751,   ,
2017/7/12,83397,15,   ,
2017/7/12,83345,42,   ,
2017/7/12,83340,45,   ,
2017/7/12,83353,96,   ,
2017/7/11,83387,15,   ,
2017/7/11,83406,751,   ,
2017/7/11,83419,968,   ,
2017/7/10,83372,66,   ,
2017/7/10,83475,584,   ,
2017/7/10,83364,772,   ,
2017/7/8,83380,141,   ,
2017/7/7,83358,94,   ,
2017/7/7,83300,438,   ,
2017/7/7,83521,751,   ,
2017/7/6,83361,292,   ,
2017/7/6,83407,751,   ,
2017/7/6,83422,751,   ,
2017/7/5,83421,751,   ,
2017/7/4,83423,751,   ,
2017/7/3,83360,292,   ,
2017/7/3,83363,772,   ,
2017/7/1,83338,45,   ,
2017/7/1,83339,45,   ,
2017/7/1,83366,582,   ,
2017/6/30,83319,89,   ,
2017/6/30,83294,259,   ,
2017/6/30,83266,291,   ,
2017/6/30,83347,292,   ,
2017/6/30,83315,751,   ,
2017/6/30,83318,751,   ,
2017/6/30,83408,751,   ,
2017/6/30,83362,772,   ,
2017/6/30,83296,867,   ,
2017/6/30,83263,889,   ,
2017/6/29,83290,15,   ,
2017/6/29,83331,93,   ,
2017/6/29,83320,728,   ,
2017/6/29,83311,751,   ,
2017/6/29,83411,751,   ,
2017/6/29,83328,817,   ,
2017/6/28,83336,45,   ,
2017/6/28,83337,45,   ,
2017/6/28,83384,97,   ,
2017/6/28,83404,98,   ,
2017/6/28,83287,419,   ,
2017/6/28,83352,546,   ,
2017/6/27,83344,38,   ,
2017/6/27,83335,45,   ,
2017/6/27,83367,48,   ,
2017/6/27,83286,141,   ,
2017/6/27,83301,437,   ,
2017/6/27,83285,751,   ,
2017/6/24,83368,3,   ,
2017/6/23,83295,28,   ,
2017/6/23,83385,97,   ,
2017/6/23,83532,107,   ,
2017/6/23,83271,419,   ,
2017/6/23,83308,861,   ,
2017/6/22,83533,108,   ,
2017/6/22,83365,763,   ,
2017/6/21,83334,45,   ,
2017/6/21,83260,419,   ,
2017/6/21,83312,751,   ,
2017/6/21,83356,762,   ,
2017/6/20,83231,45,   ,
2017/6/20,83232,45,   ,
2017/6/20,83245,45,   ,
2017/6/20,83253,48,   ,
2017/6/20,83289,60,   ,
2017/6/20,83254,77,   ,
2017/6/20,83370,126,   ,
2017/6/20,83179,378,   ,
2017/6/20,83264,419,   ,
2017/6/20,83229,577,   ,
2017/6/20,83236,635,   ,
2017/6/19,83293,15,   ,
2017/6/19,83227,27,   ,
2017/6/19,83233,45,   ,
2017/6/19,83306,432,   ,
2017/6/19,83307,432,   ,
2017/6/19,83244,625,   ,
2017/6/18,83284,750,   ,
2017/6/17,83268,15,   ,
2017/6/17,83288,15,   ,
2017/6/17,83234,45,   ,
2017/6/17,83272,607,   ,
2017/6/17,83514,607,   ,
2017/6/17,83297,616,   ,
2017/6/16,83250,578,   ,
2017/6/15,83211,45,   ,
2017/6/15,83212,45,   ,
2017/6/15,83177,547,   ,
2017/6/15,83270,657,   ,
2017/6/14,83303,15,   ,
2017/6/14,83209,45,   ,
2017/6/14,83210,45,   ,
2017/6/14,83479,116,   ,
2017/6/14,83178,131,   ,
2017/6/14,83213,699,   ,
2017/6/14,83304,844,   ,
2017/6/13,83240,38,   ,
2017/6/13,83241,38,   ,
2017/6/13,83278,751,   ,
2017/6/12,83218,48,   ,
2017/6/12,83299,56,   ,
2017/6/12,83224,88,   ,
2017/6/12,83255,197,   ,
2017/6/12,83214,423,   ,
2017/6/12,83309,657,   ,
2017/6/10,83195,45,   ,
2017/6/9,83257,150,   ,
2017/6/9,83258,616,   ,
2017/6/8,83604,19,   ,
2017/6/8,83249,490,   ,
2017/6/8,83313,751,   ,
2017/6/7,83292,15,   ,
2017/6/7,83248,19,   ,
2017/6/7,83189,42,   ,
2017/6/7,83256,290,   ,
2017/6/7,83238,292,   ,
2017/6/7,83261,419,   ,
2017/6/7,83262,419,   ,
2017/6/7,83220,593,   ,
2017/6/7,83239,663,   ,
2017/6/7,83274,769,   ,
2017/6/6,83215,546,   ,
2017/6/6,83277,751,   ,
2017/6/5,83259,657,   ,
2017/6/3,83207,45,   ,
2017/6/3,83208,45,   ,
2017/6/3,83276,751,   ,
2017/6/3,83291,751,   ,
2017/6/2,83188,35,   ,
2017/6/2,83185,292,   ,
2017/6/2,83184,578,   ,
2017/6/2,83194,601,   ,
2017/6/2,83172,663,   ,
2017/6/2,83314,751,   ,
2017/6/1,83756,751,   ,
2017/5/31,83204,45,   ,
2017/5/31,83205,45,   ,
2017/5/31,83170,141,   ,
2017/5/31,83273,144,   ,
2017/5/31,83486,736,   ,
2017/5/31,83138,751,   ,
2017/5/31,83156,751,   ,
2017/5/30,83175,75,   ,
2017/5/30,83169,438,   ,
2017/5/29,83149,15,   ,
2017/5/29,83137,112,   ,
2017/5/29,83247,149,   ,
2017/5/29,83160,419,   ,
2017/5/29,83246,909,   ,
2017/5/27,83267,15,   ,
2017/5/27,83190,191,   ,
2017/5/27,83153,419,   ,
2017/5/26,83146,15,   ,
2017/5/26,83147,15,   ,
2017/5/26,83202,45,   ,
2017/5/26,83206,45,   ,
2017/5/26,83243,180,   ,
2017/5/26,83141,751,   ,
2017/5/26,83251,881,   ,
2017/5/26,83269,973,   ,
2017/5/25,83200,45,   ,
2017/5/25,83201,45,   ,
2017/5/25,83203,45,   ,
2017/5/25,83332,138,   ,
2017/5/25,83275,215,   ,
2017/5/25,83180,284,   ,
2017/5/24,83237,48,   ,
2017/5/23,83152,259,   ,
2017/5/23,83217,292,   ,
2017/5/23,83242,292,   ,
2017/5/23,83183,354,   ,
2017/5/23,83216,546,   ,
2017/5/23,83359,625,   ,
2017/5/23,83310,821,   ,
2017/5/22,83197,45,   ,
2017/5/22,83230,45,   ,
2017/5/22,83123,131,   ,
2017/5/21,83283,15,   ,
2017/5/21,83198,45,   ,
2017/5/21,83199,45,   ,
2017/5/20,83110,45,   ,
2017/5/20,83134,152,   ,
2017/5/20,83136,152,   ,
2017/5/20,83121,374,   ,
2017/5/20,83092,378,   ,
2017/5/20,83098,763,   ,
2017/5/20,83181,914,   ,
2017/5/20,83182,915,   ,
2017/5/19,83148,15,   ,
2017/5/19,83126,36,   ,
2017/5/19,83127,48,   ,
2017/5/19,83128,48,   ,
2017/5/19,83186,629,   ,
2017/5/18,83150,15,   ,
2017/5/18,83171,141,   ,
2017/5/18,83120,152,   ,
2017/5/18,83130,546,   ,
2017/5/18,83135,699,   ,
2017/5/16,83093,772,   ,
2017/5/15,83167,15,   ,
2017/5/14,83252,881,   ,
2017/5/13,83140,751,   ,
2017/5/13,83166,751,   ,
2017/5/13,83161,761,   ,
2017/5/12,83144,15,   ,
2017/5/12,83117,38,   ,
2017/5/12,83118,38,   ,
2017/5/12,83109,45,   ,
2017/5/12,83129,488,   ,
2017/5/11,83151,15,   ,
2017/5/11,83119,60,   ,
2017/5/11,83164,650,   ,
2017/5/11,83125,663,   ,
2017/5/11,83139,751,   ,
2017/5/10,83143,15,   ,
2017/5/10,83145,15,   ,
2017/5/10,83142,751,   ,
2017/5/9,83168,15,   ,
2017/5/8,83131,433,   ,
2017/5/8,83165,751,   ,
2017/5/2,83114,38,   ,
2017/5/2,83115,38,   ,
2017/5/2,83116,38,   ,
2017/4/30,83085,141,   ,
2017/4/30,83061,259,   ,
2017/4/30,83071,751,   ,
2017/4/30,83082,751,   ,
2017/4/30,83060,889,   ,
2017/4/30,83039,973,   ,
2017/4/28,83108,45,   ,
2017/4/28,83043,116,   ,
2017/4/28,83095,800,   ,
2017/4/27,83100,191,   ,
2017/4/27,83088,419,   ,
2017/4/27,83084,751,   ,
2017/4/26,83097,112,   ,
2017/4/26,83159,592,   ,
2017/4/26,83062,751,   ,
2017/4/26,83063,751,   ,
2017/4/26,83064,751,   ,
2017/4/26,83041,973,   ,
2017/4/25,83058,11,   ,
2017/4/25,83106,45,   ,
2017/4/25,83107,45,   ,
2017/4/25,83077,776,   ,
2017/4/24,83155,607,   ,
2017/4/24,83187,625,   ,
2017/4/24,83066,751,   ,
2017/4/22,83037,22,   ,
2017/4/22,83104,36,   ,
2017/4/22,83105,45,   ,
2017/4/22,83132,582,   ,
2017/4/22,83305,743,   ,
2017/4/21,83057,44,   ,
2017/4/21,83087,47,   ,
2017/4/21,83112,48,   ,
2017/4/21,83122,48,   ,
2017/4/21,83124,663,   ,
2017/4/20,83010,45,   ,
2017/4/20,83022,60,   ,
2017/4/20,83101,60,   ,
2017/4/20,83038,378,   ,
2017/4/20,83074,768,   ,
2017/4/20,83024,881,   ,
2017/4/19,83006,45,   ,
2017/4/19,83007,45,   ,
2017/4/19,83008,45,   ,
2017/4/19,83009,45,   ,
2017/4/19,82989,128,   ,
2017/4/19,83083,751,   ,
2017/4/18,83065,751,   ,
2017/4/17,83045,15,   ,
2017/4/17,83046,15,   ,
2017/4/17,83089,15,   ,
2017/4/17,83075,287,   ,
2017/4/17,83031,396,   ,
2017/4/17,83020,423,   ,
2017/4/17,83050,601,   ,
2017/4/15,83040,546,   ,
2017/4/14,83086,15,   ,
2017/4/14,83035,126,   ,
2017/4/14,83011,191,   ,
2017/4/14,82972,291,   ,
2017/4/14,83059,419,   ,
2017/4/14,83067,751,   ,
2017/4/14,83068,751,   ,
2017/4/14,83023,983,   ,
2017/4/13,83021,42,   ,
2017/4/13,83004,45,   ,
2017/4/13,83027,48,   ,
2017/4/13,83162,607,   ,
2017/4/13,83076,624,   ,
2017/4/13,83163,657,   ,
2017/4/13,83070,751,   ,
2017/4/12,84416,15,   ,
2017/4/12,83005,45,   ,
2017/4/12,83019,48,   ,
2017/4/12,83069,751,   ,
2017/4/12,83096,762,   ,
2017/4/11,82986,42,   ,
2017/4/11,83015,48,   ,
2017/4/11,83081,438,   ,
2017/4/10,83103,3,   ,
2017/4/10,83014,140,   ,
2017/4/10,82973,191,   ,
2017/4/8,83003,45,   ,
2017/4/8,83047,207,   ,
2017/4/7,83044,15,   ,
2017/4/7,83013,36,   ,
2017/4/7,83154,141,   ,
2017/4/6,83034,519,   ,
2017/4/5,83016,48,   ,
2017/4/5,83048,657,   ,
2017/4/4,83102,21,   ,
2017/4/3,83012,36,   ,
2017/4/3,83001,45,   ,
2017/4/3,83002,45,   ,
2017/4/1,83000,45,   ,
2017/4/1,83025,292,   ,
2017/3/31,82925,15,   ,
2017/3/31,82950,15,   ,
2017/3/31,83080,141,   ,
2017/3/31,83053,167,   ,
2017/3/31,82953,207,   ,
2017/3/31,82946,259,   ,
2017/3/31,82970,419,   ,
2017/3/31,82952,688,   ,
2017/3/31,82961,751,   ,
2017/3/31,82969,751,   ,
2017/3/31,82939,757,   ,
2017/3/31,82940,757,   ,
2017/3/31,82948,973,   ,
2017/3/31,82971,983,   ,
2017/3/30,82957,15,   ,
2017/3/30,83028,48,   ,
2017/3/30,82962,751,   ,
2017/3/30,83051,854,   ,
2017/3/29,82872,946,   ,
2017/3/28,82999,45,   ,
2017/3/27,82947,419,   ,
2017/3/27,82964,751,   ,
2017/3/26,83029,38,   ,
2017/3/26,83030,38,   ,
2017/3/26,82998,45,   ,
2017/3/25,82996,45,   ,
2017/3/25,82967,751,   ,
2017/3/24,82926,15,   ,
2017/3/24,82994,45,   ,
2017/3/24,82995,45,   ,
2017/3/24,83052,507,   ,
2017/3/24,82968,751,   ,
2017/3/23,82941,141,   ,
2017/3/23,82955,616,   ,
2017/3/23,82943,624,   ,
2017/3/23,82963,751,   ,
2017/3/22,82927,15,   ,
2017/3/22,83017,48,   ,
2017/3/22,83018,48,   ,
2017/3/21,82991,45,   ,
2017/3/21,82992,45,   ,
2017/3/21,82993,45,   ,
2017/3/21,82997,45,   ,
2017/3/21,82983,354,   ,
2017/3/21,83049,437,   ,
2017/3/21,82937,657,   ,
2017/3/21,82975,704,   ,
2017/3/20,82879,45,   ,
2017/3/20,82922,60,   ,
2017/3/20,82919,126,   ,
2017/3/20,82891,152,   ,
2017/3/20,82921,292,   ,
2017/3/20,82864,378,   ,
2017/3/20,82954,814,   ,
2017/3/20,82912,881,   ,
2017/3/19,82930,15,   ,
2017/3/18,82886,45,   ,
2017/3/18,82978,578,   ,
2017/3/17,82916,1000,   ,
2017/3/17,82974,42,   ,
2017/3/17,82901,419,   ,
2017/3/17,82942,628,   ,
2017/3/16,82945,13,   ,
2017/3/16,82929,15,   ,
2017/3/16,82876,754,   ,
2017/3/15,82870,1000,   ,
2017/3/15,82878,78,   ,
2017/3/15,82865,131,   ,
2017/3/15,82894,131,   ,
2017/3/15,82944,452,   ,
2017/3/14,82910,9,   ,
2017/3/14,82931,15,   ,
2017/3/14,82965,751,   ,
2017/3/14,82897,983,   ,
2017/3/13,82885,45,   ,
2017/3/13,82984,494,   ,
2017/3/13,82932,583,   ,
2017/3/11,82898,292,   ,
2017/3/11,82889,483,   ,
2017/3/10,82928,15,   ,
2017/3/10,82982,292,   ,
2017/3/10,82956,616,   ,
2017/3/10,82934,729,   ,
2017/3/9,82882,45,   ,
2017/3/9,82883,45,   ,
2017/3/9,82884,45,   ,
2017/3/9,82979,140,   ,
2017/3/9,82980,140,   ,
2017/3/9,82863,967,   ,
2017/3/8,82915,21,   ,
2017/3/8,82911,36,   ,
2017/3/8,82958,141,   ,
2017/3/8,82960,141,   ,
2017/3/8,82936,284,   ,
2017/3/6,82881,45,   ,
2017/3/6,83026,292,   ,
2017/3/4,82976,516,   ,
2017/3/4,82966,751,   ,
2017/3/3,82880,45,   ,
2017/3/3,82959,141,   ,
2017/3/3,82935,834,   ,
2017/3/1,82902,845,   ,
2017/2/28,82888,36,   ,
2017/2/28,82855,141,   ,
2017/2/28,82848,688,   ,
2017/2/28,82847,732,   ,
2017/2/28,82845,751,   ,
2017/2/28,82834,889,   ,
2017/2/28,82827,973,   ,
2017/2/27,82850,15,   ,
2017/2/27,82854,15,   ,
2017/2/27,82896,494,   ,
2017/2/27,82890,546,   ,
2017/2/27,82899,707,   ,
2017/2/27,82900,707,   ,
2017/2/25,82933,506,   ,
2017/2/24,82828,15,   ,
2017/2/24,82903,38,   ,
2017/2/24,82905,38,   ,
2017/2/24,82895,546,   ,
2017/2/24,82835,751,   ,
2017/2/23,82829,15,   ,
2017/2/23,82938,167,   ,
2017/2/23,82841,751,   ,
2017/2/22,82981,146,   ,
2017/2/22,82836,751,   ,
2017/2/21,82913,36,   ,
2017/2/21,82914,578,   ,
2017/2/20,82796,45,   ,
2017/2/20,82798,48,   ,
2017/2/20,82800,48,   ,
2017/2/20,82801,48,   ,
2017/2/20,82809,148,   ,
2017/2/20,82812,152,   ,
2017/2/20,82920,237,   ,
2017/2/20,82822,378,   ,
2017/2/20,82810,396,   ,
2017/2/20,82838,751,   ,
2017/2/20,82823,881,   ,
2017/2/20,82821,983,   ,
2017/2/18,82874,1001,   ,
2017/2/18,82837,751,   ,
2017/2/18,82839,751,   ,
2017/2/17,82795,45,   ,
2017/2/17,82816,494,   ,
2017/2/16,82794,45,   ,
2017/2/16,82797,284,   ,
2017/2/16,82861,897,   ,
2017/2/16,82862,898,   ,
2017/2/16,82803,975,   ,
2017/2/15,82776,547,   ,
2017/2/15,82777,547,   ,
2017/2/15,82833,556,   ,
2017/2/15,82887,803,   ,
2017/2/14,82802,48,   ,
2017/2/14,82775,71,   ,
2017/2/13,82813,36,   ,
2017/2/13,82923,751,   ,
2017/2/12,82820,38,   ,
2017/2/12,82849,751,   ,
2017/2/10,82814,19,   ,
2017/2/10,82826,439,   ,
2017/2/10,82807,695,   ,
2017/2/10,82842,751,   ,
2017/2/10,82830,956,   ,
2017/2/8,82778,19,   ,
2017/2/8,82793,45,   ,
2017/2/8,82808,697,   ,
2017/2/8,82770,980,   ,
2017/2/8,82772,980,   ,
2017/2/8,82773,980,   ,
2017/2/7,82766,960,   ,
2017/2/7,82762,962,   ,
2017/2/7,82761,963,   ,
2017/2/7,82765,964,   ,
2017/2/7,82764,965,   ,
2017/2/7,82763,966,   ,
2017/2/6,82792,45,   ,
2017/2/6,82824,66,   ,
2017/2/6,82825,692,   ,
2017/2/4,82791,45,   ,
2017/2/4,82843,751,   ,
2017/2/4,82804,982,   ,
2017/2/3,82758,19,   ,
2017/2/3,82819,38,   ,
2017/2/3,82782,126,   ,
2017/2/3,82831,207,   ,
2017/2/3,82753,291,   ,
2017/2/3,82779,419,   ,
2017/2/3,82832,437,   ,
2017/2/3,82759,763,   ,
2017/2/2,82852,616,   ,
2017/2/2,82783,699,   ,
2017/2/1,82853,141,   ,
2017/1/31,82741,15,   ,
2017/1/31,82724,207,   ,
2017/1/31,82723,259,   ,
2017/1/31,82744,259,   ,
2017/1/31,82726,616,   ,
2017/1/31,82737,688,   ,
2017/1/31,82742,719,   ,
2017/1/31,82740,751,   ,
2017/1/31,82749,751,   ,
2017/1/31,82716,973,   ,
2017/1/30,82727,15,   ,
2017/1/30,82780,65,   ,
2017/1/30,82721,808,   ,
2017/1/30,82736,977,   ,
2017/1/29,82790,45,   ,
2017/1/28,82856,141,   ,
2017/1/28,82846,616,   ,
2017/1/28,82738,751,   ,
2017/1/27,82731,15,   ,
2017/1/27,82805,519,   ,
2017/1/27,82767,555,   ,
2017/1/27,82725,834,   ,
2017/1/26,82811,42,   ,
2017/1/26,82789,45,   ,
2017/1/25,82729,15,   ,
2017/1/25,82787,45,   ,
2017/1/25,82788,45,   ,
2017/1/25,82858,751,   ,
2017/1/25,82859,751,   ,
2017/1/24,82844,751,   ,
2017/1/24,82720,886,   ,
2017/1/23,82698,292,   ,
2017/1/23,82717,979,   ,
2017/1/22,82732,729,   ,
2017/1/21,82784,45,   ,
2017/1/21,82785,45,   ,
2017/1/21,82786,45,   ,
2017/1/21,82799,48,   ,
2017/1/21,82700,751,   ,
2017/1/21,82701,751,   ,
2017/1/21,82702,751,   ,
2017/1/20,82695,20,   ,
2017/1/20,82670,35,   ,
2017/1/20,82676,35,   ,
2017/1/20,82696,45,   ,
2017/1/20,82691,152,   ,
2017/1/20,82697,292,   ,
2017/1/20,82664,378,   ,
2017/1/20,82748,751,   ,
2017/1/20,82688,890,   ,
2017/1/19,82685,663,   ,
2017/1/19,82747,751,   ,
2017/1/18,82708,15,   ,
2017/1/18,82860,751,   ,
2017/1/17,82718,141,   ,
2017/1/17,82684,433,   ,
2017/1/17,82706,628,   ,
2017/1/17,82673,974,   ,
2017/1/16,82722,47,   ,
2017/1/16,82713,975,   ,
2017/1/16,82714,976,   ,
2017/1/14,82689,292,   ,
2017/1/14,82692,582,   ,
2017/1/13,82665,396,   ,
2017/1/12,82682,152,   ,
2017/1/12,82678,433,   ,
2017/1/12,82703,751,   ,
2017/1/12,82704,751,   ,
2017/1/11,82730,15,   ,
2017/1/11,82668,45,   ,
2017/1/11,82693,48,   ,
2017/1/11,82694,48,   ,
2017/1/11,82683,60,   ,
2017/1/10,82687,36,   ,
2017/1/10,82699,546,   ,
2017/1/10,82739,751,   ,
2017/1/9,82728,15,   ,
2017/1/7,82681,38,   ,
2017/1/6,82709,15,   ,
2016/12/29,82635,15,   ,
2016/12/29,82641,15,   ,
2016/12/29,82653,167,   ,
2016/12/29,82659,751,   ,
2016/12/28,82657,751,   ,
2016/12/28,82666,882,   ,
2016/12/27,82690,27,   ,
2016/12/27,82686,36,   ,
2016/12/27,82622,595,   ,
2016/12/27,82857,751,   ,
2016/12/26,82743,547,   ,
2016/12/26,82656,751,   ,
2016/12/25,82617,40,   ,
2016/12/24,82663,135,   ,
2016/12/24,82648,437,   ,
2016/12/24,82745,751,   ,
2016/12/24,82680,972,   ,
2016/12/23,82712,751,   ,
2016/12/22,82637,15,   ,
2016/12/22,82638,15,   ,
2016/12/22,82705,607,   ,
2016/12/21,82719,21,   ,
2016/12/21,82781,38,   ,
2016/12/21,82660,751,   ,
2016/12/20,82611,38,   ,
2016/12/20,82612,38,   ,
2016/12/20,82613,38,   ,
2016/12/20,82615,38,   ,
2016/12/20,82574,45,   ,
2016/12/20,82608,48,   ,
2016/12/20,82609,48,   ,
2016/12/20,82586,131,   ,
2016/12/20,82587,131,   ,
2016/12/20,82644,203,   ,
2016/12/20,82573,292,   ,
2016/12/20,82584,292,   ,
2016/12/20,82585,292,   ,
2016/12/20,82569,378,   ,
2016/12/20,82623,546,   ,
2016/12/20,82606,578,   ,
2016/12/20,82619,969,   ,
2016/12/19,82580,42,   ,
2016/12/19,82610,419,   ,
2016/12/19,82624,751,   ,
2016/12/19,82667,882,   ,
2016/12/17,82607,36,   ,
2016/12/17,82565,45,   ,
2016/12/17,82566,45,   ,
2016/12/17,82594,60,   ,
2016/12/17,82679,972,   ,
2016/12/16,82579,76,   ,
2016/12/16,82652,141,   ,
2016/12/16,82595,292,   ,
2016/12/16,82630,751,   ,
2016/12/16,82564,952,   ,
2016/12/15,82591,148,   ,
2016/12/15,82592,148,   ,
2016/12/15,82581,972,   ,
2016/12/14,82578,76,   ,
2016/12/14,82645,203,   ,
2016/12/14,82583,625,   ,
2016/12/14,82590,625,   ,
2016/12/14,82598,678,   ,
2016/12/13,82572,45,   ,
2016/12/13,82620,419,   ,
2016/12/13,82631,751,   ,
2016/12/10,82561,45,   ,
2016/12/9,82629,751,   ,
2016/12/9,82662,844,   ,
2016/12/8,82562,45,   ,
2016/12/8,82576,138,   ,
2016/12/8,82646,705,   ,
2016/12/7,82599,27,   ,
2016/12/7,82559,45,   ,
2016/12/7,82560,45,   ,
2016/12/7,82642,259,   ,
2016/12/7,82626,751,   ,
2016/12/6,82636,15,   ,
2016/12/6,82552,126,   ,
2016/12/6,82627,751,   ,
2016/12/6,82628,751,   ,
2016/12/6,82538,969,   ,
2016/12/5,82658,438,   ,
2016/12/5,82625,751,   ,
2016/12/3,82640,15,   ,
2016/12/3,82647,291,   ,
2016/12/2,82616,38,   ,
2016/12/2,82553,138,   ,
2016/12/2,82651,141,   ,
2016/12/2,82589,433,   ,
2016/12/2,82643,583,   ,
2016/12/2,82655,751,   ,
2016/11/30,82518,15,   ,
2016/11/30,82639,15,   ,
2016/11/30,82602,26,   ,
2016/11/30,82537,207,   ,
2016/11/30,82588,237,   ,
2016/11/30,82604,578,   ,
2016/11/30,82549,628,   ,
2016/11/30,82529,751,   ,
2016/11/30,82593,758,   ,
2016/11/30,82546,785,   ,
2016/11/30,83739,785,   ,
2016/11/29,82554,488,   ,
2016/11/28,82521,751,   ,
2016/11/28,82649,776,   ,
2016/11/28,82575,972,   ,
2016/11/27,82614,38,   ,
2016/11/27,82558,45,   ,
2016/11/26,82532,15,   ,
2016/11/26,82536,15,   ,
2016/11/26,82600,292,   ,
2016/11/25,82508,15,   ,
2016/11/25,82633,15,   ,
2016/11/25,82567,35,   ,
2016/11/25,82563,40,   ,
2016/11/25,82515,141,   ,
2016/11/25,82601,292,   ,
2016/11/24,82551,152,   ,
2016/11/22,82507,15,   ,
2016/11/22,82557,45,   ,
2016/11/21,82603,48,   ,
2016/11/21,82503,419,   ,
2016/11/21,82550,874,   ,
2016/11/20,82462,45,   ,
2016/11/20,82504,374,   ,
2016/11/20,82505,374,   ,
2016/11/20,82502,378,   ,
2016/11/20,82475,433,   ,
2016/11/20,82487,546,   ,
2016/11/20,82488,546,   ,
2016/11/20,82490,578,   ,
2016/11/20,82491,692,   ,
2016/11/20,82482,933,   ,
2016/11/20,82571,933,   ,
2016/11/20,82496,958,   ,
2016/11/19,82634,15,   ,
2016/11/19,82650,616,   ,
2016/11/18,82506,15,   ,
2016/11/18,82495,42,   ,
2016/11/18,82463,45,   ,
2016/11/18,82493,48,   ,
2016/11/18,82494,48,   ,
2016/11/18,82525,751,   ,
2016/11/17,82466,3,   ,
2016/11/17,82486,19,   ,
2016/11/17,82481,48,   ,
2016/11/17,82501,483,   ,
2016/11/17,82527,751,   ,
2016/11/17,82467,950,   ,
2016/11/17,82460,957,   ,
2016/11/16,82464,45,   ,
2016/11/16,82500,483,   ,
2016/11/16,82534,834,   ,
2016/11/16,82535,834,   ,
2016/11/15,82526,751,   ,
2016/11/14,82513,259,   ,
2016/11/14,82577,640,   ,
2016/11/13,82632,15,   ,
2016/11/12,82492,692,   ,
2016/11/12,82523,751,   ,
2016/11/12,82517,968,   ,
2016/11/11,82520,15,   ,
2016/11/11,82435,45,   ,
2016/11/11,82522,751,   ,
2016/11/10,82489,36,   ,
2016/11/9,82511,15,   ,
2016/11/9,82597,237,   ,
2016/11/9,82524,751,   ,
2016/11/9,82528,751,   ,
2016/11/8,82510,15,   ,
2016/11/8,82429,45,   ,
2016/11/7,82751,15,   ,
2016/11/7,82480,48,   ,
2016/11/7,82447,191,   ,
2016/11/7,82474,269,   ,
2016/11/5,82512,15,   ,
2016/11/5,82618,112,   ,
2016/11/5,82530,751,   ,
